Station,date,Period,predicted_ridership,required_trains
Station_1,2022-05-26,Evening,486.41364,1
Station_1,2022-05-26,Midday,599.8309,1
Station_1,2022-05-27,AM Peak,605.41266,2
Station_1,2022-05-27,Evening,478.05457,1
Station_1,2022-05-27,Midday,596.211,1
Station_1,2022-05-28,Weekend/Holiday,591.0038,1
Station_1,2022-05-29,Weekend/Holiday,553.8566,1
Station_1,2022-05-30,AM Peak,479.98898,1
Station_1,2022-05-30,Evening,470.42896,1
Station_1,2022-05-30,Midday,506.97464,1
Station_1,2022-05-31,AM Peak,449.0146,1
Station_1,2022-05-31,Evening,464.10022,1
Station_1,2022-05-31,Midday,593.16266,1
Station_1,2022-06-01,AM Peak,636.83575,2
Station_1,2022-06-01,Evening,497.8018,1
Station_1,2022-06-01,Midday,629.0794,2
Station_1,2022-06-02,AM Peak,639.5793,2
Station_1,2022-06-02,Evening,480.426,1
Station_1,2022-06-02,Midday,613.70135,2
Station_1,2022-06-03,AM Peak,691.9873,2
Station_1,2022-06-03,Evening,620.6726,2
Station_1,2022-06-03,Midday,497.44418,1
Station_1,2022-06-06,AM Peak,684.9045,2
Station_1,2022-06-06,Evening,541.4598,1
Station_1,2022-06-06,Midday,484.82986,1
Station_1,2022-06-07,AM Peak,689.8664,2
Station_1,2022-06-07,Evening,542.00104,1
Station_1,2022-06-07,Midday,507.39047,1
Station_11,2022-01-11,Midday,60.455387,1
Station_11,2022-01-11,PM Peak,46.708572,1
Station_11,2022-01-12,Evening,26.157536,1
Station_11,2022-01-12,Midday,72.80246,1
Station_11,2022-01-12,PM Peak,55.89101,1
Station_11,2022-01-13,Evening,31.859863,1
Station_11,2022-01-13,Midday,43.501358,1
Station_11,2022-01-13,PM Peak,50.184177,1
Station_11,2022-01-14,Evening,39.257,1
Station_11,2022-01-14,Midday,88.592804,1
Station_11,2022-01-14,PM Peak,60.482307,1
Station_11,2022-01-17,Evening,42.81491,1
Station_11,2022-01-17,Midday,101.77995,1
Station_11,2022-01-17,PM Peak,52.22411,1
Station_11,2022-01-18,Evening,60.70405,1
Station_11,2022-01-18,Midday,70.26596,1
Station_11,2022-01-18,PM Peak,42.048645,1
Station_11,2022-01-19,Evening,52.761,1
Station_11,2022-01-19,Midday,81.60396,1
Station_11,2022-01-19,PM Peak,81.49971,1
Station_11,2022-01-20,Evening,40.51256,1
Station_11,2022-01-20,Midday,66.13253,1
Station_11,2022-01-20,PM Peak,52.039017,1
Station_11,2022-01-21,Evening,31.444849,1
Station_11,2022-01-21,Midday,65.62861,1
Station_11,2022-01-21,PM Peak,68.575775,1
Station_11,2022-01-24,Evening,63.326454,1
Station_11,2022-01-24,Midday,70.32708,1
Station_11,2022-01-24,PM Peak,59.865597,1
Station_11,2022-01-25,Evening,32.77651,1
Station_11,2022-01-25,Midday,62.31054,1
Station_11,2022-01-25,PM Peak,72.73154,1
Station_11,2022-01-26,Evening,84.56418,1
Station_11,2022-01-26,Midday,71.5824,1
Station_11,2022-01-26,PM Peak,82.57421,1
Station_11,2022-01-27,Evening,77.714294,1
Station_11,2022-01-27,Midday,68.996994,1
Station_11,2022-01-27,PM Peak,64.83005,1
Station_11,2022-01-28,Evening,52.539974,1
Station_11,2022-01-28,Midday,72.621956,1
Station_11,2022-01-28,PM Peak,92.503426,1
Station_11,2022-01-31,Evening,116.28761,1
Station_11,2022-01-31,Midday,92.21235,1
Station_11,2022-01-31,PM Peak,78.75357,1
Station_11,2022-02-01,Evening,34.481834,1
Station_11,2022-02-01,Midday,80.84825,1
Station_11,2022-02-01,PM Peak,60.719425,1
Station_11,2022-02-02,Evening,52.43537,1
Station_11,2022-02-02,Midday,105.56292,1
Station_11,2022-02-02,PM Peak,36.255314,1
Station_11,2022-02-03,Evening,93.52345,1
Station_11,2022-02-03,Midday,124.36483,1
Station_11,2022-02-03,PM Peak,143.38396,1
Station_11,2022-02-04,Evening,256.9041,1
Station_11,2022-02-04,Midday,283.08884,1
Station_11,2022-02-04,PM Peak,256.44928,1
Station_11,2022-02-07,Evening,88.40526,1
Station_11,2022-02-07,Midday,142.45871,1
Station_11,2022-02-07,PM Peak,118.62241,1
Station_11,2022-02-08,Evening,133.49532,1
Station_11,2022-02-08,Midday,212.42009,1
Station_11,2022-02-08,PM Peak,172.31908,1
Station_11,2022-02-09,Evening,149.06526,1
Station_11,2022-02-09,Midday,154.00478,1
Station_11,2022-02-09,PM Peak,109.56882,1
Station_11,2022-02-10,Evening,168.35428,1
Station_11,2022-02-10,Midday,297.5849,1
Station_11,2022-02-10,PM Peak,206.14925,1
Station_11,2022-02-11,Evening,106.43414,1
Station_11,2022-02-11,Midday,136.0103,1
Station_11,2022-02-11,PM Peak,157.94565,1
Station_11,2022-02-14,Evening,200.58582,1
Station_11,2022-02-14,Midday,217.2631,1
Station_11,2022-02-14,PM Peak,135.32549,1
Station_11,2022-02-15,Evening,212.58482,1
Station_11,2022-02-15,Midday,195.01843,1
Station_11,2022-02-15,PM Peak,121.698265,1
Station_11,2022-02-16,Evening,236.03914,1
Station_11,2022-02-16,Midday,174.15186,1
Station_11,2022-02-16,PM Peak,176.24355,1
Station_11,2022-02-17,Evening,193.22864,1
Station_11,2022-02-17,Midday,136.40715,1
Station_11,2022-02-17,PM Peak,104.770805,1
Station_11,2022-02-18,Evening,277.3729,1
Station_11,2022-02-18,Midday,180.11319,1
Station_11,2022-02-18,PM Peak,157.11896,1
Station_11,2022-02-22,Evening,285.4337,1
Station_11,2022-02-22,Midday,239.93053,1
Station_11,2022-02-22,PM Peak,254.03667,1
Station_11,2022-02-23,Evening,139.88844,1
Station_11,2022-02-23,Midday,187.95024,1
Station_11,2022-02-23,PM Peak,166.79933,1
Station_11,2022-02-24,Evening,98.935684,1
Station_11,2022-02-24,Midday,189.90247,1
Station_11,2022-02-24,PM Peak,120.77509,1
Station_11,2022-02-25,Evening,186.45375,1
Station_11,2022-02-25,Midday,207.7619,1
Station_11,2022-02-25,PM Peak,163.37827,1
Station_11,2022-02-28,Evening,284.68582,1
Station_11,2022-02-28,Midday,307.50256,1
Station_11,2022-02-28,PM Peak,252.92267,1
Station_11,2022-03-01,Evening,136.16757,1
Station_11,2022-03-01,Midday,165.95924,1
Station_11,2022-03-01,PM Peak,126.333206,1
Station_11,2022-03-02,Evening,233.16788,1
Station_11,2022-03-02,Midday,179.55792,1
Station_11,2022-03-02,PM Peak,136.46288,1
Station_11,2022-03-03,Evening,265.684,1
Station_11,2022-03-03,Midday,263.0116,1
Station_11,2022-03-03,PM Peak,171.9247,1
Station_11,2022-03-04,Evening,233.09938,1
Station_11,2022-03-04,Midday,295.06485,1
Station_11,2022-03-04,PM Peak,280.112,1
Station_11,2022-03-07,Evening,240.78082,1
Station_11,2022-03-07,Midday,214.49405,1
Station_11,2022-03-07,PM Peak,179.99208,1
Station_11,2022-03-08,Evening,109.13321,1
Station_11,2022-03-08,Midday,257.14432,1
Station_11,2022-03-08,PM Peak,188.75594,1
Station_11,2022-03-09,Evening,148.87334,1
Station_11,2022-03-09,Midday,226.89537,1
Station_11,2022-03-09,PM Peak,170.95164,1
Station_11,2022-03-10,Evening,205.91132,1
Station_11,2022-03-10,Midday,307.60168,1
Station_11,2022-03-10,PM Peak,228.13701,1
Station_11,2022-03-11,Evening,194.76639,1
Station_11,2022-03-11,Midday,320.13208,1
Station_11,2022-03-11,PM Peak,230.59856,1
Station_11,2022-03-14,Evening,238.105,1
Station_11,2022-03-14,Midday,228.9286,1
Station_11,2022-03-14,PM Peak,159.19775,1
Station_11,2022-03-15,Evening,166.5848,1
Station_11,2022-03-15,Midday,264.63867,1
Station_11,2022-03-15,PM Peak,198.29585,1
Station_11,2022-03-16,Evening,176.74054,1
Station_11,2022-03-16,Midday,298.56427,1
Station_11,2022-03-16,PM Peak,215.04651,1
Station_11,2022-03-17,Evening,133.4297,1
Station_11,2022-03-17,Midday,244.0174,1
Station_11,2022-03-17,PM Peak,178.97205,1
Station_11,2022-03-18,Evening,228.18262,1
Station_11,2022-03-18,Midday,257.28033,1
Station_11,2022-03-18,PM Peak,201.30179,1
Station_11,2022-03-21,Evening,300.16553,1
Station_11,2022-03-21,Midday,290.79028,1
Station_11,2022-03-21,PM Peak,207.5673,1
Station_11,2022-03-22,Evening,162.97069,1
Station_11,2022-03-22,Midday,252.63054,1
Station_11,2022-03-22,PM Peak,239.14066,1
Station_11,2022-03-23,Evening,165.19951,1
Station_11,2022-03-23,Midday,331.36063,1
Station_11,2022-03-23,PM Peak,278.93964,1
Station_11,2022-03-24,Evening,199.56789,1
Station_11,2022-03-24,Midday,258.02777,1
Station_11,2022-03-24,PM Peak,174.82515,1
Station_11,2022-03-25,Evening,262.8861,1
Station_11,2022-03-25,Midday,306.3008,1
Station_11,2022-03-25,PM Peak,222.78505,1
Station_11,2022-03-28,Evening,251.63284,1
Station_11,2022-03-28,Midday,294.9235,1
Station_11,2022-03-28,PM Peak,174.59286,1
Station_11,2022-03-29,Evening,225.65112,1
Station_11,2022-03-29,Midday,267.95062,1
Station_11,2022-03-29,PM Peak,190.15057,1
Station_11,2022-03-30,Evening,231.62122,1
Station_11,2022-03-30,Midday,264.4925,1
Station_11,2022-03-30,PM Peak,165.32906,1
Station_11,2022-03-31,Evening,309.1188,1
Station_11,2022-03-31,Midday,289.57138,1
Station_11,2022-03-31,PM Peak,262.9471,1
Station_11,2022-04-01,Evening,237.8529,1
Station_11,2022-04-01,Midday,131.84412,1
Station_11,2022-04-01,PM Peak,133.43706,1
Station_11,2022-04-04,Evening,249.91145,1
Station_11,2022-04-04,Midday,332.7262,1
Station_11,2022-04-04,PM Peak,289.46494,1
Station_11,2022-04-05,Evening,182.19006,1
Station_11,2022-04-05,Midday,211.07497,1
Station_11,2022-04-05,PM Peak,197.48637,1
Station_11,2022-04-06,Evening,123.4861,1
Station_11,2022-04-06,Midday,215.82912,1
Station_11,2022-04-06,PM Peak,136.34773,1
Station_11,2022-04-07,Evening,208.46884,1
Station_11,2022-04-07,Midday,227.3712,1
Station_11,2022-04-07,PM Peak,187.61057,1
Station_11,2022-04-08,Evening,278.1729,1
Station_11,2022-04-08,Midday,288.66205,1
Station_11,2022-04-08,PM Peak,206.70833,1
Station_11,2022-04-11,Evening,167.11487,1
Station_11,2022-04-11,Midday,281.08044,1
Station_11,2022-04-11,PM Peak,224.91554,1
Station_11,2022-04-12,Evening,144.94598,1
Station_11,2022-04-12,Midday,292.94046,1
Station_11,2022-04-12,PM Peak,256.4463,1
Station_11,2022-04-13,Evening,169.33466,1
Station_11,2022-04-13,Midday,225.36658,1
Station_11,2022-04-13,PM Peak,154.15436,1
Station_11,2022-04-14,Evening,228.83202,1
Station_11,2022-04-14,Midday,275.69705,1
Station_11,2022-04-14,PM Peak,210.52013,1
Station_11,2022-04-18,Evening,141.68529,1
Station_11,2022-04-18,Midday,292.98694,1
Station_11,2022-04-18,PM Peak,269.56418,1
Station_11,2022-04-19,Evening,161.33157,1
Station_11,2022-04-19,Midday,217.93303,1
Station_11,2022-04-19,PM Peak,174.27136,1
Station_11,2022-04-20,Evening,214.26831,1
Station_11,2022-04-20,Midday,254.9718,1
Station_11,2022-04-20,PM Peak,200.81181,1
Station_11,2022-04-21,Evening,289.88104,1
Station_11,2022-04-21,Midday,271.9947,1
Station_11,2022-04-21,PM Peak,246.57965,1
Station_11,2022-04-22,Evening,130.11082,1
Station_11,2022-04-22,Midday,241.82082,1
Station_11,2022-04-22,PM Peak,130.84251,1
Station_11,2022-04-25,Evening,162.89108,1
Station_11,2022-04-25,Midday,180.14964,1
Station_11,2022-04-25,PM Peak,233.15254,1
Station_11,2022-04-26,Evening,279.97482,1
Station_11,2022-04-26,Midday,310.69904,1
Station_11,2022-04-26,PM Peak,268.1409,1
Station_11,2022-04-27,Evening,154.76099,1
Station_11,2022-04-27,Midday,203.54515,1
Station_11,2022-04-27,PM Peak,186.10527,1
Station_11,2022-04-28,Evening,127.903175,1
Station_11,2022-04-28,Midday,219.95128,1
Station_11,2022-04-28,PM Peak,112.57284,1
Station_11,2022-04-29,Evening,212.52998,1
Station_11,2022-04-29,Midday,240.99448,1
Station_11,2022-04-29,PM Peak,188.4468,1
Station_11,2022-05-02,Evening,285.72955,1
Station_11,2022-05-02,Midday,311.67612,1
Station_11,2022-05-02,PM Peak,274.25653,1
Station_11,2022-05-03,Evening,131.1406,1
Station_11,2022-05-03,Midday,159.58002,1
Station_11,2022-05-03,PM Peak,200.11986,1
Station_11,2022-05-04,Evening,166.91847,1
Station_11,2022-05-04,Midday,293.87958,1
Station_11,2022-05-04,PM Peak,239.20819,1
Station_11,2022-05-05,Evening,222.01154,1
Station_11,2022-05-05,Midday,264.7308,1
Station_11,2022-05-05,PM Peak,238.49664,1
Station_11,2022-05-06,Evening,157.7068,1
Station_11,2022-05-06,Midday,234.02617,1
Station_11,2022-05-06,PM Peak,189.48438,1
Station_11,2022-05-09,Evening,233.46194,1
Station_11,2022-05-09,Midday,258.52682,1
Station_11,2022-05-09,PM Peak,172.35774,1
Station_11,2022-05-10,Evening,259.59393,1
Station_11,2022-05-10,Midday,259.29733,1
Station_11,2022-05-10,PM Peak,181.60854,1
Station_11,2022-05-11,Evening,221.58344,1
Station_11,2022-05-11,Midday,257.1039,1
Station_11,2022-05-11,PM Peak,168.33623,1
Station_11,2022-05-12,Evening,251.21735,1
Station_11,2022-05-12,Midday,274.9851,1
Station_11,2022-05-12,PM Peak,187.74483,1
Station_11,2022-05-13,Evening,316.83768,1
Station_11,2022-05-13,Midday,307.5486,1
Station_11,2022-05-13,PM Peak,248.34772,1
Station_11,2022-05-16,Evening,157.90622,1
Station_11,2022-05-16,Midday,271.67773,1
Station_11,2022-05-16,PM Peak,223.7625,1
Station_11,2022-05-17,Evening,143.74168,1
Station_11,2022-05-17,Midday,272.23224,1
Station_11,2022-05-17,PM Peak,218.68312,1
Station_11,2022-05-18,Evening,216.9021,1
Station_11,2022-05-18,Midday,173.05052,1
Station_11,2022-05-18,PM Peak,147.46652,1
Station_11,2022-05-19,Evening,262.70004,1
Station_11,2022-05-19,Midday,277.6047,1
Station_11,2022-05-19,PM Peak,204.3676,1
Station_11,2022-05-20,Evening,182.09117,1
Station_11,2022-05-20,Midday,280.82794,1
Station_11,2022-05-20,PM Peak,226.74883,1
Station_11,2022-05-24,Evening,312.19427,1
Station_11,2022-05-24,Midday,321.53583,1
Station_11,2022-05-24,PM Peak,310.0206,1
Station_11,2022-05-25,Evening,114.421486,1
Station_11,2022-05-25,Midday,226.50903,1
Station_11,2022-05-25,PM Peak,150.46408,1
Station_11,2022-05-26,Evening,167.58444,1
Station_11,2022-05-26,Midday,268.77637,1
Station_11,2022-05-26,PM Peak,174.06837,1
Station_11,2022-05-27,Evening,195.50087,1
Station_11,2022-05-27,Midday,288.87796,1
Station_11,2022-05-27,PM Peak,231.90224,1
Station_11,2022-05-30,Evening,167.39142,1
Station_11,2022-05-30,Midday,268.1892,1
Station_11,2022-05-30,PM Peak,227.51692,1
Station_11,2022-05-31,Evening,216.63722,1
Station_11,2022-05-31,Midday,176.81705,1
Station_11,2022-05-31,PM Peak,142.77869,1
Station_11,2022-06-01,Evening,248.51682,1
Station_11,2022-06-01,Midday,212.80058,1
Station_11,2022-06-01,PM Peak,164.44537,1
Station_11,2022-06-02,Evening,213.55397,1
Station_11,2022-06-02,Midday,233.94255,1
Station_11,2022-06-02,PM Peak,162.47281,1
Station_11,2022-06-03,Evening,231.28223,1
Station_11,2022-06-03,Midday,254.39716,1
Station_11,2022-06-03,PM Peak,170.31866,1
Station_11,2022-06-06,Evening,290.24728,1
Station_11,2022-06-06,Midday,211.45236,1
Station_11,2022-06-06,PM Peak,276.0428,1
Station_11,2022-06-07,Evening,116.74817,1
Station_11,2022-06-07,Midday,152.35812,1
Station_11,2022-06-07,PM Peak,159.90468,1
Station_13,2022-01-10,PM Peak,161.2825,1
Station_13,2022-01-11,AM Peak,129.22015,1
Station_13,2022-01-11,Evening,72.96581,1
Station_13,2022-01-11,Midday,87.53617,1
Station_13,2022-01-11,PM Peak,105.53398,1
Station_13,2022-01-12,AM Peak,80.1758,1
Station_13,2022-01-12,Evening,75.8846,1
Station_13,2022-01-12,Midday,96.79333,1
Station_13,2022-01-12,PM Peak,97.64486,1
Station_13,2022-01-13,AM Peak,115.35624,1
Station_13,2022-01-13,Evening,96.74952,1
Station_13,2022-01-13,Midday,104.2062,1
Station_13,2022-01-13,PM Peak,116.82399,1
Station_13,2022-01-14,AM Peak,132.44748,1
Station_13,2022-01-14,Evening,158.61453,1
Station_13,2022-01-14,Midday,129.69344,1
Station_13,2022-01-14,PM Peak,133.62299,1
Station_13,2022-01-17,AM Peak,114.82966,1
Station_13,2022-01-17,Evening,94.00275,1
Station_13,2022-01-17,Midday,114.47618,1
Station_13,2022-01-17,PM Peak,151.29915,1
Station_13,2022-03-14,Evening,126.78884,1
Station_13,2022-03-15,Evening,106.16311,1
Station_13,2022-03-18,Evening,131.98958,1
Station_13,2022-03-23,Evening,181.08705,1
Station_13,2022-03-24,Evening,248.82439,1
Station_13,2022-03-25,Evening,302.79425,1
Station_17,2022-01-18,AM Peak,292.01538,1
Station_17,2022-01-19,AM Peak,274.11484,1
Station_17,2022-01-20,AM Peak,273.22232,1
Station_17,2022-01-21,AM Peak,268.25528,1
Station_17,2022-01-24,AM Peak,262.07193,1
Station_17,2022-01-25,AM Peak,248.07372,1
Station_17,2022-01-26,AM Peak,223.6664,1
Station_17,2022-01-27,AM Peak,220.8262,1
Station_17,2022-01-28,AM Peak,217.78279,1
Station_17,2022-01-31,AM Peak,208.96758,1
Station_17,2022-02-01,AM Peak,205.80115,1
Station_17,2022-02-02,AM Peak,202.88899,1
Station_17,2022-02-03,AM Peak,231.48495,1
Station_17,2022-02-04,AM Peak,271.98056,1
Station_17,2022-02-07,AM Peak,303.8944,1
Station_17,2022-02-08,AM Peak,316.64307,1
Station_17,2022-02-09,AM Peak,317.40283,1
Station_17,2022-02-10,AM Peak,313.57343,1
Station_17,2022-02-11,AM Peak,314.95566,1
Station_17,2022-02-14,AM Peak,324.65625,1
